iter	Passed	Remaining
0	46	46211
1	80	40215
2	112	37256
3	140	34995
4	171	34030
5	203	33703
6	234	33251
7	266	33039
8	300	33136
9	329	32629
10	360	32452
11	390	32134
12	422	32100
13	454	32011
14	484	31787
15	514	31615
16	548	31731
17	581	31708
18	610	31496
19	639	31359
20	679	31667
21	727	32347
22	769	32678
23	801	32610
24	833	32517
25	867	32499
26	898	32391
27	934	32451
28	969	32446
29	999	32329
30	1031	32252
31	1063	32161
32	1095	32093
33	1124	31948
34	1157	31922
35	1190	31870
36	1224	31870
37	1256	31821
38	1289	31780
39	1319	31674
40	1352	31644
41	1385	31604
42	1422	31660
43	1450	31524
44	1487	31563
45	1519	31519
46	1550	31438
47	1583	31405
48	1615	31362
49	1647	31301
50	1680	31263
51	1709	31164
52	1742	31132
53	1774	31080
54	1804	31004
55	1834	30929
56	1866	30875
57	1895	30787
58	1929	30769
59	1964	30775
60	2003	30835
61	2032	30745
62	2064	30704
63	2098	30695
64	2128	30619
65	2158	30544
66	2195	30570
67	2236	30649
68	2265	30572
69	2298	30538
70	2327	30455
71	2361	30440
72	2392	30386
73	2424	30337
74	2458	30321
75	2491	30291
76	2526	30281
77	2561	30277
78	2602	30338
79	2642	30390
80	2707	30714
81	2746	30750
82	2782	30746
83	2818	30734
84	2856	30751
85	2901	30840
86	2935	30810
87	2972	30807
88	3007	30782
89	3040	30747
90	3074	30714
91	3107	30670
92	3145	30678
93	3179	30643
94	3219	30670
95	3254	30644
96	3300	30721
97	3343	30775
98	3376	30728
99	3411	30700
100	3469	30884
101	3508	30892
102	3544	30872
103	3588	30917
104	3626	30914
105	3662	30890
106	3702	30896
107	3737	30866
108	3780	30899
109	3813	30856
110	3850	30840
111	3884	30797
112	3919	30764
113	3949	30694
114	3987	30684
115	4025	30675
116	4067	30698
117	4102	30667
118	4139	30645
119	4173	30608
120	4216	30628
121	4252	30604
122	4288	30576
123	4321	30526
124	4358	30508
125	4389	30451
126	4426	30428
127	4462	30401
128	4501	30393
129	4536	30362
130	4573	30340
131	4608	30305
132	4645	30280
133	4681	30256
134	4716	30221
135	4753	30199
136	4788	30167
137	4827	30154
