iter	RMSE
0	0.2020126212
1	0.1994673077
2	0.1970033694
3	0.1946755023
4	0.1925350529
5	0.1905674124
6	0.1885811676
7	0.1867679995
8	0.1851303826
9	0.1835200861
10	0.1819891774
11	0.1805999508
12	0.1792859969
13	0.1781283436
14	0.1769825667
15	0.1759472677
16	0.1749457605
17	0.1739596855
18	0.1731029915
19	0.1721831143
20	0.171370452
21	0.1706136879
22	0.1698305138
23	0.1690845453
24	0.168428269
25	0.1677683665
26	0.1671797802
27	0.1665221242
28	0.1659011115
29	0.1653572424
30	0.1648765924
31	0.1643528589
32	0.1639144145
33	0.1633937349
34	0.1630042257
35	0.1624790337
36	0.1620723365
37	0.1615099802
38	0.1611528529
39	0.1607769257
40	0.1604166483
41	0.160038074
42	0.1596928255
43	0.1593004693
44	0.1589708407
45	0.1586598993
46	0.1583871389
47	0.1580396488
48	0.157771633
49	0.1575212247
50	0.157164183
51	0.1568645124
52	0.1565201348
53	0.1561865686
54	0.1558872881
55	0.1554437509
56	0.1552402299
57	0.1549205835
58	0.154671825
59	0.1544544147
60	0.1542362931
61	0.1539735523
62	0.1536991031
63	0.1534799851
64	0.1532101484
65	0.1530284682
66	0.1528567352
67	0.1526463933
68	0.1524920298
69	0.1522451278
70	0.1520552568
71	0.1518476766
72	0.1516472297
73	0.151473954
74	0.1512989194
75	0.1510407778
76	0.1508833223
77	0.1506241789
78	0.1504128901
79	0.150149077
80	0.14994057
81	0.1497523317
82	0.1495369968
83	0.1492833939
84	0.1490868311
85	0.1489583101
86	0.1488061554
87	0.1486326699
88	0.1484749858
89	0.1483677827
90	0.1481617547
91	0.1480124231
92	0.1478878735
93	0.147721546
94	0.1475592461
95	0.1474376974
96	0.1472834982
97	0.1471132118
98	0.1469619941
99	0.1468317837
100	0.1466804168
101	0.146553784
102	0.1464544242
103	0.1462944475
104	0.1461892839
105	0.1460886064
106	0.1459526292
107	0.1457588433
108	0.1455231023
109	0.1453609397
110	0.145259407
111	0.1451035166
112	0.1449149264
113	0.1447382813
114	0.1446035938
115	0.1444645219
116	0.1442879677
117	0.1440342638
118	0.1438929871
119	0.1436653682
120	0.1435511608
121	0.1434592138
122	0.1431805435
123	0.1430562141
124	0.1428862529
125	0.1427738323
126	0.1426474954
127	0.1425210211
128	0.1423194053
129	0.1421480474
130	0.1420033491
131	0.1418528136
132	0.1416897258
133	0.1415351627
134	0.1414577836
135	0.1413706612
136	0.1412724581
137	0.1411660193
138	0.1410026736
139	0.140854689
140	0.1406868609
141	0.1405883893
142	0.1404839976
143	0.1404272934
144	0.1403415552
145	0.1402513852
146	0.1400723707
147	0.1398709764
148	0.1397061472
149	0.1395192861
150	0.1394004443
151	0.1392879007
152	0.1391623918
153	0.138919632
154	0.1388096355
155	0.1387357994
156	0.1386622453
157	0.1384476441
158	0.1383133616
159	0.1382149286
160	0.138087015
161	0.1379617494
162	0.1377684856
163	0.1376817917
164	0.137559721
165	0.137446405
166	0.1372896605
167	0.1371652242
168	0.1370645035
169	0.1369354273
170	0.1367996366
171	0.1366508239
172	0.1365084907
173	0.1363684634
174	0.1361903951
175	0.1361260253
176	0.1360252619
177	0.1359621608
178	0.1358848985
179	0.1357854425
180	0.135692185
181	0.1355873842
182	0.1354468033
183	0.1352139207
184	0.1351675944
185	0.1350510964
186	0.1349601903
187	0.1348439572
188	0.1347341618
189	0.134620701
190	0.1345465885
191	0.1343710495
192	0.1342376786
193	0.1341508839
194	0.134023646
195	0.1339466583
196	0.1338119825
197	0.1337052066
198	0.1335904633
199	0.1335247591
200	0.133412609
201	0.1333553318
202	0.133276773
203	0.1331273655
204	0.132990757
205	0.1328349439
206	0.1327768489
207	0.1325927694
208	0.1324186423
209	0.1323518942
210	0.132304946
211	0.1321722935
212	0.1320685636
213	0.1319324997
214	0.1319002522
215	0.1318260954
216	0.1316945331
217	0.1316097135
218	0.1315148433
219	0.1314205196
220	0.1313280084
221	0.1311726131
222	0.1309859961
223	0.1309224314
224	0.1307684179
225	0.1306409764
226	0.1305303899
227	0.1304489989
228	0.1302559121
229	0.1301305754
230	0.1300603655
231	0.1299849682
232	0.1298346654
233	0.1297843922
234	0.1297058197
235	0.129561822
236	0.1294644025
237	0.1293833012
238	0.1292906912
239	0.1291044196
240	0.1290074127
241	0.1289079189
242	0.1288487876
243	0.128724331
244	0.1285751934
245	0.1284923486
246	0.1283846363
247	0.1282400362
248	0.1281033672
249	0.1279937906
250	0.1278850868
251	0.1278129995
252	0.1277283661
253	0.1276013522
254	0.1274876585
255	0.1273785132
256	0.1272622177
257	0.1271907239
258	0.1270816347
259	0.1269266671
260	0.1268876193
261	0.1267313673
262	0.1266621067
263	0.1265341
264	0.126434478
265	0.1263718047
266	0.1262997456
267	0.1262266541
268	0.1261473949
269	0.1260122952
270	0.125865704
271	0.1257959001
272	0.125708892
273	0.1255547748
274	0.1255104191
275	0.1254197305
276	0.1253335403
277	0.1252539989
278	0.1252115655
279	0.1250587766
280	0.1250451272
281	0.1249029169
282	0.1248025314
283	0.1247306384
284	0.1246189325
285	0.1245155364
286	0.12443374
287	0.1243683521
288	0.1242875221
289	0.1242216952
290	0.1241506015
291	0.1240837782
292	0.1239938718
293	0.1238570697
294	0.123749133
295	0.1236624069
296	0.1235410797
297	0.1234579263
298	0.1233567933
299	0.123254321
300	0.123218551
301	0.1231314819
302	0.123059427
303	0.1228763957
304	0.122728745
305	0.1225640615
306	0.1224493578
307	0.1222841366
308	0.122147896
309	0.1220317888
310	0.1218798778
311	0.1217528213
312	0.1215844552
313	0.1214900241
314	0.1213522347
315	0.121255953
316	0.1211637031
317	0.1210791569
318	0.1209752962
319	0.1209304491
320	0.1208692093
321	0.1207386
322	0.1206829579
323	0.1205824654
324	0.120450389
325	0.1204364612
326	0.1202985133
327	0.1201791117
328	0.1201083139
329	0.1200157623
330	0.1199404662
331	0.1198583216
332	0.1197810612
333	0.1196733505
334	0.1195760508
335	0.1195378156
336	0.1194273392
337	0.119329908
338	0.1192562472
339	0.1191539096
340	0.1190842162
341	0.1189910218
342	0.1189157777
343	0.1188386424
344	0.1188254992
345	0.1187283056
346	0.1186121296
347	0.118472526
348	0.1184022633
349	0.1183631759
350	0.1182446483
351	0.1181679432
352	0.1181105869
353	0.1179816514
354	0.1178987066
355	0.1178242906
356	0.1177196612
357	0.1176485423
358	0.1175644019
359	0.1173980253
360	0.1173176476
361	0.1172096751
362	0.1171206487
363	0.1170929567
364	0.1170234779
365	0.1169005192
366	0.1168073367
367	0.1167653927
368	0.1167010325
369	0.1165650917
370	0.1164925445
371	0.116365382
372	0.1163226957
373	0.1162594236
374	0.1161585536
375	0.1160533067
376	0.1159500286
377	0.1158735605
378	0.1158252139
379	0.115762421
380	0.1157384732
381	0.1156374313
382	0.1155596064
383	0.1155328558
384	0.1154541054
385	0.1153782671
386	0.1152922742
387	0.1151432505
388	0.1150597813
389	0.1149231157
390	0.1148662473
391	0.11477078
392	0.11467043
393	0.114611009
394	0.1145222382
395	0.1144642129
396	0.114416571
397	0.1143764512
398	0.1143143874
399	0.1142256288
400	0.1141759371
401	0.1140309886
402	0.1139593726
403	0.1138624556
404	0.1137563355
405	0.1136706197
406	0.1136335522
407	0.1135567742
408	0.1134976554
409	0.1134730705
410	0.1133722472
411	0.1132578668
412	0.1131850193
413	0.1130737541
414	0.1129984799
415	0.112902265
416	0.1128923806
417	0.1128046767
418	0.1127104245
419	0.1126072573
420	0.1125110347
421	0.112457927
422	0.112387571
423	0.1122905847
424	0.1122547364
425	0.1121600158
426	0.1121173522
427	0.1120164067
428	0.1119916837
429	0.1118913587
430	0.1118273824
431	0.111737074
432	0.1117190815
433	0.1116597378
434	0.1115788707
435	0.1115850622
436	0.1114780584
437	0.11141837
438	0.1113268603
439	0.1112320739
440	0.1111705907
441	0.111108831
442	0.1110336427
443	0.1109661022
444	0.1109027605
445	0.1108102874
446	0.110751836
447	0.1106929666
448	0.1106176327
449	0.1105322563
450	0.1104502611
451	0.110375175
452	0.1102489324
453	0.1101769747
454	0.110068438
455	0.1100137153
456	0.1099270661
457	0.1097860168
458	0.1097575934
459	0.1096998662
460	0.1096447234
461	0.1095802187
462	0.1094546148
463	0.1093747927
464	0.1093082625
465	0.1092370769
466	0.1091534332
467	0.109085273
468	0.1090345173
469	0.1089192634
470	0.1088791601
471	0.108747992
472	0.1087052252
473	0.1086284294
474	0.1085645869
475	0.1085136045
476	0.1084120607
477	0.1083514076
478	0.1082905803
479	0.1082528369
480	0.1081835459
481	0.1081271206
482	0.1080749397
483	0.1079914302
484	0.1079333427
485	0.1077948683
486	0.1077084249
487	0.1076857193
488	0.1075857513
489	0.1074894851
490	0.1074028502
491	0.1073764396
492	0.1073044136
493	0.1072215627
494	0.1071652059
495	0.1070887713
496	0.10701032
497	0.1069445846
498	0.1068890308
499	0.1068447627
500	0.1068190953
501	0.1067443893
502	0.1066887801
503	0.1065567574
504	0.1065011374
505	0.1064279849
506	0.1063269559
507	0.1062581478
508	0.1061351894
509	0.1060879845
510	0.1060530624
511	0.1060047453
512	0.1059103862
513	0.1058316172
514	0.1057625235
515	0.1056937072
516	0.1056306619
517	0.1055487196
518	0.1054802891
519	0.105402981
520	0.1053396195
521	0.1052957127
522	0.1052309061
523	0.1051866451
524	0.1051555208
525	0.1050843366
526	0.1050429088
527	0.1049554356
528	0.1049381239
529	0.1048609728
530	0.1047916089
531	0.1047248807
532	0.1046115162
533	0.1045084826
534	0.104434036
535	0.1043653236
536	0.1043129837
537	0.1042279546
538	0.1041708884
539	0.1041284142
540	0.1040313543
541	0.1039877017
542	0.1039050166
543	0.1038532552
544	0.103776692
545	0.1036916228
546	0.1036241005
547	0.1035835405
548	0.1035175086
549	0.1034257896
550	0.1033861339
551	0.1033119049
552	0.1032781694
553	0.1031922058
554	0.1031113561
555	0.1030394099
556	0.1030183922
557	0.1029625567
558	0.1029179107
559	0.1028348054
560	0.102787651
561	0.1027237545
562	0.1027009808
563	0.1026240772
564	0.1025975963
565	0.1025720737
566	0.1024996499
567	0.1024411959
568	0.1023327809
569	0.1022284079
570	0.1021658504
571	0.10208165
572	0.1020153738
573	0.1019807842
574	0.1019141308
575	0.1018276493
576	0.1017052729
577	0.1016296635
578	0.1015856407
579	0.1015292504
580	0.1014489976
581	0.1013870531
582	0.1013119327
583	0.1012312761
584	0.1011625478
585	0.1011133463
586	0.1010465314
587	0.1009802765
588	0.1008982758
589	0.1007984815
590	0.1007061292
591	0.1006702758
592	0.1005864406
593	0.100553621
594	0.1004939381
595	0.1004415316
596	0.1003891261
597	0.100327963
598	0.1002854942
599	0.1002422785
600	0.1002168382
601	0.1002068324
602	0.1001051514
603	0.1000146097
604	0.09995995821
605	0.09988577615
606	0.09984890778
607	0.09975053425
608	0.09967227803
609	0.09954417634
610	0.09945151894
611	0.09939842394
612	0.09936167478
613	0.09929504944
614	0.09925093772
615	0.09921237025
616	0.09912842105
617	0.09910071755
618	0.0990571555
619	0.09901425802
620	0.09895068743
621	0.09887224785
622	0.0987793993
623	0.09870946898
624	0.09868852463
625	0.09861003123
626	0.09854022563
627	0.09849497413
628	0.0984484774
629	0.09837033457
630	0.09837116989
631	0.09831856046
632	0.09826433939
633	0.09821523017
634	0.0981411879
635	0.09811603738
636	0.09802504062
637	0.09796048052
638	0.09788917411
639	0.09780313037
640	0.097734598
641	0.09761395126
642	0.09760330147
643	0.09750656684
644	0.09740865717
645	0.09736395121
646	0.0972853938
647	0.0972361429
648	0.0972056272
649	0.09712187325
650	0.09704114718
651	0.09698110938
652	0.09693189392
653	0.09688600179
654	0.09685115568
655	0.09676830177
656	0.09667233345
657	0.09664428255
658	0.09660271412
659	0.09656751581
660	0.09652952384
661	0.09648369486
662	0.09645375901
663	0.09636923541
664	0.09632388497
665	0.09630106872
666	0.09624447859
667	0.09622405962
668	0.09618017231
669	0.09618039357
670	0.09610845384
671	0.09602616015
672	0.09600279033
673	0.0959506324
674	0.09590753159
675	0.09584624341
676	0.09580012132
677	0.0957524688
678	0.09567658936
679	0.09563163158
680	0.0955885801
681	0.09551243342
682	0.0954585527
683	0.09539671551
684	0.09535925126
685	0.09529422475
686	0.09521850401
687	0.09514509849
688	0.09506663827
689	0.09499558842
690	0.09496323693
691	0.09491992626
692	0.09483337154
693	0.09478025411
694	0.09475411923
695	0.0946904846
696	0.09460946055
697	0.0945335995
698	0.09445719086
699	0.09434327566
700	0.0943301909
701	0.09426836494
702	0.09421625576
703	0.09416457698
704	0.09411356426
705	0.09406396462
706	0.09402311132
707	0.09397964311
708	0.09394303804
709	0.09384694533
710	0.09381684176
711	0.0937412089
712	0.09370146022
713	0.09362107269
714	0.09359509169
715	0.09355180483
716	0.09350547839
717	0.09343065282
718	0.09337819068
719	0.09337051174
720	0.09331869766
721	0.09327701282
722	0.0932389855
723	0.09319473459
724	0.09315078437
725	0.09310331857
726	0.09306732917
727	0.09305200817
728	0.09294677895
729	0.09291862931
730	0.09287636939
731	0.09280139059
732	0.09269663065
733	0.09260851609
734	0.09256518305
735	0.09253155797
736	0.09249694137
737	0.09246053882
738	0.09238542045
739	0.0923552996
740	0.09229951552
741	0.09224199883
742	0.09218868304
743	0.09215085727
744	0.09212124703
745	0.09202908527
746	0.09198468846
747	0.09194928869
748	0.09190179368
749	0.09187869639
750	0.09179585776
751	0.09175189986
752	0.0916946734
753	0.09164496635
754	0.09160416766
755	0.09154039462
756	0.09148770788
757	0.0914716286
758	0.09142870572
759	0.09140074422
760	0.09137225309
761	0.09131819941
762	0.09126873785
763	0.0912429847
764	0.09120687281
765	0.09115222171
766	0.09112929635
767	0.091094411
768	0.09100446099
769	0.09095938585
770	0.09087867715
771	0.09083240734
772	0.09077645263
773	0.0907287783
774	0.0906512973
775	0.09060743529
776	0.09057135619
777	0.09050897048
778	0.09045326715
779	0.09041033537
780	0.09038729455
781	0.0903360343
782	0.09028332444
783	0.09022654489
784	0.09020285704
785	0.09016062641
786	0.09010621693
787	0.0900286565
788	0.09002384577
789	0.0900079743
790	0.09000238212
791	0.08996435857
792	0.08991047412
793	0.08989813136
794	0.08981093093
795	0.08978917477
796	0.08975471548
797	0.08972502226
798	0.08964478157
799	0.08960266982
800	0.08960443405
801	0.08953539454
802	0.08943701023
803	0.08938165756
804	0.08936235809
805	0.08933264207
806	0.08929824899
807	0.08923607851
808	0.08918829685
809	0.08916922938
810	0.08914495354
811	0.08911770907
812	0.08906076545
813	0.08901089852
814	0.08895690626
815	0.08887177359
816	0.08882647309
817	0.08879467557
818	0.08877478491
819	0.08876278603
820	0.08874302093
821	0.08873484168
822	0.08866678552
823	0.08858283066
824	0.08853273582
825	0.08848964591
826	0.08845618213
827	0.08837819389
828	0.08835435928
829	0.0883035233
830	0.08826654718
831	0.08824994811
832	0.08821601058
833	0.08816342586
834	0.08813016643
835	0.08808840278
836	0.08805662948
837	0.08798944947
838	0.08795627147
839	0.0878823434
840	0.08781683422
841	0.0877694396
842	0.087729489
843	0.08770296917
844	0.0876742895
845	0.08764902153
846	0.08760368103
847	0.0875645879
848	0.08749471559
849	0.08744616972
850	0.08740054959
851	0.08737067015
852	0.08733692892
853	0.08729701783
854	0.087224624
855	0.08714631168
856	0.08711472262
857	0.08711658504
858	0.08707351607
859	0.08705399519
860	0.08701595765
861	0.08699000247
862	0.08692915508
863	0.0868535554
864	0.0868412134
865	0.08681382571
866	0.08678250683
867	0.08670633627
868	0.0866979493
869	0.08665622068
870	0.08661528729
871	0.08661011623
872	0.0865645099
873	0.0865132029
874	0.08648629702
875	0.08645504928
876	0.08641725989
877	0.08637782011
878	0.08632518886
879	0.0863112216
880	0.08624560733
881	0.08621269517
882	0.08615919428
883	0.08610199288
884	0.08607492777
885	0.08603578088
886	0.08599513214
887	0.08599208582
888	0.08593223507
889	0.08588744512
890	0.08584794345
891	0.08580450824
892	0.08579442954
893	0.08576727886
894	0.0857059396
895	0.08567492257
896	0.08559371973
897	0.08550882332
898	0.08547454736
899	0.08544298391
900	0.0854153561
901	0.08535099368
902	0.08531654954
903	0.08524896102
904	0.08519297187
905	0.08516844853
906	0.08513047168
907	0.08508979367
908	0.08504993237
909	0.08503725586
910	0.08500209758
911	0.0849499184
912	0.08487206139
913	0.08485139128
914	0.084807086
915	0.08476218704
916	0.08471434922
917	0.08467225603
918	0.08462469471
919	0.08458314999
920	0.08454238512
921	0.08449491402
922	0.08445423333
923	0.08439568962
924	0.0843873958
925	0.08435788739
926	0.08432264424
927	0.08428818734
928	0.08425713738
929	0.0841744392
930	0.08414212387
931	0.08408955859
932	0.08405763051
933	0.08402760717
934	0.0840047115
935	0.08397586499
936	0.08394947147
937	0.0839100901
938	0.08387237549
939	0.08383849238
940	0.08378874262
941	0.0837589009
942	0.08370913279
943	0.08370007353
944	0.08366082851
945	0.0836353059
946	0.08362068147
947	0.08357743801
948	0.08354196946
949	0.08351234644
950	0.08347908523
951	0.08348867232
952	0.0834283869
953	0.08339077995
954	0.08334860359
955	0.08330675307
956	0.08326807701
957	0.0832301635
958	0.08318473522
959	0.08314811405
960	0.08308566435
961	0.08305681153
962	0.08303170572
963	0.08299553994
964	0.08298043609
965	0.08295656724
966	0.08292619591
967	0.08288810061
968	0.08285566676
969	0.08282769738
970	0.08281889682
971	0.08280864344
972	0.08277886249
973	0.08273062609
974	0.08268797592
975	0.08266793037
976	0.08266940874
977	0.0826281172
978	0.08259384949
979	0.08256851831
980	0.08254684294
981	0.08249285735
982	0.08245664112
983	0.0824069862
984	0.08237624117
985	0.08232158973
986	0.08230049061
987	0.08226267664
