iter	Passed	Remaining
0	20	20629
1	40	20400
2	62	20811
3	84	20939
4	106	21220
5	127	21187
6	152	21570
7	175	21732
8	196	21608
9	218	21664
10	239	21570
11	264	21753
12	286	21765
13	308	21755
14	333	21920
15	358	22018
16	383	22156
17	408	22298
18	433	22402
19	462	22642
20	484	22585
21	508	22609
22	534	22687
23	558	22709
24	583	22743
25	606	22738
26	629	22700
27	654	22734
28	678	22712
29	703	22746
30	728	22764
31	751	22726
32	774	22694
33	798	22684
34	822	22676
35	847	22696
36	869	22640
37	894	22641
38	920	22672
39	945	22695
40	969	22667
41	994	22675
42	1015	22608
43	1040	22607
44	1066	22638
45	1089	22594
46	1114	22590
47	1139	22603
48	1167	22656
49	1192	22654
50	1217	22651
51	1240	22615
52	1265	22607
53	1288	22576
54	1310	22513
55	1333	22472
56	1355	22424
57	1379	22408
58	1402	22375
59	1427	22365
60	1455	22397
61	1479	22385
62	1506	22408
63	1529	22372
64	1555	22376
65	1578	22344
66	1604	22342
67	1629	22334
68	1656	22351
69	1685	22389
70	1711	22391
71	1734	22359
72	1762	22386
73	1786	22353
74	1810	22325
75	1834	22306
76	1860	22296
77	1885	22286
78	1909	22264
79	1933	22235
80	1957	22211
81	1988	22256
82	2011	22220
83	2037	22216
84	2063	22210
85	2089	22209
86	2114	22192
87	2139	22171
88	2161	22129
89	2185	22100
90	2212	22097
91	2240	22111
92	2265	22091
93	2292	22094
94	2321	22114
95	2351	22142
96	2378	22142
97	2408	22164
98	2433	22150
99	2457	22118
100	2482	22099
101	2508	22088
102	2531	22049
103	2556	22027
104	2582	22012
105	2606	21980
106	2631	21961
107	2654	21928
108	2677	21887
109	2702	21865
110	2725	21830
111	2750	21805
112	2774	21781
113	2801	21769
114	2825	21741
115	2850	21719
116	2875	21700
117	2902	21695
118	2928	21680
119	2955	21670
120	2984	21677
121	3008	21648
122	3035	21641
123	3059	21615
124	3082	21574
125	3107	21557
126	3133	21540
127	3159	21524
128	3182	21485
129	3206	21462
130	3231	21439
131	3256	21413
132	3280	21383
133	3305	21363
134	3331	21344
135	3355	21319
136	3383	21315
137	3409	21299
138	3438	21298
139	3463	21278
140	3488	21251
141	3511	21214
142	3537	21201
143	3563	21180
144	3589	21167
145	3613	21133
146	3637	21105
147	3663	21088
148	3686	21053
149	3711	21032
150	3737	21016
151	3761	20986
152	3787	20969
153	3811	20937
154	3836	20916
155	3859	20882
156	3885	20861
157	3909	20832
158	3933	20804
159	3959	20788
160	3984	20763
161	4009	20741
162	4033	20710
163	4058	20685
164	4082	20657
165	4107	20638
166	4131	20606
167	4154	20574
168	4180	20557
169	4204	20529
170	4228	20499
171	4253	20476
172	4277	20447
173	4300	20413
174	4324	20388
175	4349	20362
176	4372	20330
177	4396	20304
178	4421	20280
179	4447	20261
180	4472	20235
181	4496	20209
182	4519	20177
183	4542	20146
184	4565	20112
185	4590	20091
186	4616	20071
187	4641	20045
188	4667	20027
189	4691	20000
190	4717	19979
191	4743	19960
192	4765	19924
193	4791	19906
194	4815	19879
195	4839	19851
196	4865	19832
197	4889	19804
198	4913	19779
199	4940	19762
200	4967	19747
201	4997	19740
202	5023	19721
203	5047	19694
204	5070	19663
205	5095	19639
206	5120	19616
207	5147	19598
208	5170	19569
209	5197	19553
210	5223	19534
211	5249	19513
212	5272	19482
213	5295	19450
214	5320	19426
215	5345	19402
216	5372	19383
217	5399	19369
218	5428	19358
219	5453	19336
220	5476	19303
221	5499	19271
222	5523	19244
223	5549	19225
224	5572	19195
