iter	RMSE
0	0.1992545517
1	0.1953346753
2	0.1917461254
3	0.188386839
4	0.1854545056
5	0.1827017854
6	0.1801821842
7	0.1779032977
8	0.1758296717
9	0.1739488636
10	0.1721867868
11	0.1705987369
12	0.1691301495
13	0.1677680746
14	0.1665786005
15	0.1654691921
16	0.1644595639
17	0.1634624038
18	0.1626104223
19	0.1617538206
20	0.1610131387
21	0.1603333461
22	0.1596903677
23	0.1590815013
24	0.1585406738
25	0.1580464693
26	0.157523526
27	0.1570728122
28	0.156636602
29	0.1562143674
30	0.1558074175
31	0.1554629244
32	0.1550351128
33	0.1546961692
34	0.1544035636
35	0.1540495412
36	0.1537202051
37	0.1534593049
38	0.1531716692
39	0.1529093928
40	0.1526906249
41	0.1524252046
42	0.1521908949
43	0.1520172547
44	0.1517987488
45	0.1515417632
46	0.1513359856
47	0.1511274752
48	0.1509370785
49	0.1507455053
50	0.1505835693
51	0.1504265294
52	0.1502718175
53	0.1501167112
54	0.1499394078
55	0.1497932397
56	0.1496372759
57	0.1495139137
58	0.1493502407
59	0.1491909105
60	0.1490192066
61	0.1488789963
62	0.148754204
63	0.1486046117
64	0.148480458
65	0.1484022119
66	0.1483077677
67	0.1482032508
68	0.1480632401
69	0.1478665455
70	0.1477131982
71	0.1475515548
72	0.147447949
73	0.1473097852
74	0.1471830961
75	0.1470920256
76	0.1469683306
77	0.1468691263
78	0.1467338708
79	0.146584835
80	0.1464775597
81	0.1463267472
82	0.1462358144
83	0.1460084923
84	0.1459081518
85	0.1458077943
86	0.1457197865
87	0.1456417968
88	0.1455055131
89	0.1453985825
90	0.1453115662
91	0.145156956
92	0.1450730265
93	0.1449774057
94	0.144853196
95	0.1447327874
96	0.1446213272
97	0.1445413246
98	0.1444443291
99	0.1443218105
100	0.1442295765
101	0.1441539989
102	0.1440499135
103	0.1439557228
104	0.1438346652
105	0.1437450119
106	0.1436957734
107	0.1436336732
108	0.1435394811
109	0.1434494949
110	0.143377476
111	0.1432726236
112	0.1431622807
113	0.1431005489
114	0.1430148087
115	0.1429336027
116	0.142844269
117	0.1427448218
118	0.142602031
119	0.1425179312
120	0.1424185624
121	0.1423532625
122	0.1422667742
123	0.1422073538
124	0.1421128035
125	0.1420225463
126	0.1419169641
127	0.1418243078
128	0.1417312516
129	0.1416624864
130	0.1415844213
131	0.1414796503
132	0.1414044841
133	0.1412786809
134	0.1411887245
135	0.1411085187
136	0.14103523
137	0.1409660549
138	0.1408703482
139	0.1407836858
140	0.1407103825
141	0.1406440012
142	0.140544782
143	0.140513064
144	0.140428609
145	0.1403399626
146	0.1401898194
147	0.1400998266
148	0.1400232306
149	0.1399419201
150	0.139847157
151	0.1397782201
152	0.1396999306
153	0.139614837
154	0.1395155572
155	0.1394200432
156	0.139375369
157	0.1392989987
158	0.1392266172
159	0.1391705368
160	0.1390846178
161	0.1389741708
162	0.1388787457
163	0.1387735303
164	0.1387079708
165	0.1386260928
166	0.1385369603
167	0.1384699074
168	0.1383524346
169	0.1382383123
170	0.1381610691
171	0.1381066937
172	0.1380257054
173	0.1379385792
174	0.1378589296
175	0.1377690808
176	0.1377011153
177	0.1376185726
178	0.1374876808
179	0.1374197485
180	0.1373612465
181	0.1372443273
182	0.1371952861
183	0.1371124677
184	0.1370390532
185	0.1369201679
186	0.1368139454
187	0.1367287346
188	0.1366335049
189	0.1365423198
190	0.136469431
191	0.1364019929
192	0.1363254408
193	0.1362376411
194	0.1362048624
195	0.1361293569
196	0.1360461751
197	0.1359719112
198	0.1359086175
199	0.1358223011
200	0.1357539618
201	0.1357004264
202	0.135617732
203	0.135546879
204	0.1354811373
205	0.1354147684
206	0.1353844081
207	0.1353118593
208	0.1352513733
209	0.1352003328
210	0.135146465
211	0.1350971661
212	0.1350257098
213	0.1348915044
214	0.1348247964
215	0.134738108
216	0.1346663301
217	0.1345955101
218	0.1345263419
219	0.1344430655
220	0.1343853518
221	0.1342636761
222	0.1342162482
223	0.1341266398
224	0.1340820089
225	0.1340184567
226	0.1339765715
227	0.1339171793
228	0.1338580225
229	0.1337462657
230	0.1336889763
231	0.1336241879
232	0.1335532466
233	0.1334899353
234	0.1333972293
235	0.1333110563
236	0.1332588317
237	0.13321329
238	0.1331536439
239	0.1331399056
240	0.1330680698
241	0.1330147362
242	0.1329369852
243	0.1328561475
244	0.1327931737
245	0.1327324063
246	0.1327111307
247	0.1326498037
248	0.1325572253
249	0.1325162381
250	0.1324667102
251	0.1323732616
252	0.1323095362
253	0.1322368555
254	0.1321842249
255	0.1320680748
256	0.132002949
257	0.1319558578
258	0.1318987281
259	0.1318115602
260	0.1317234609
261	0.1316333175
262	0.1315800325
263	0.1314976528
264	0.13143569
265	0.131384593
266	0.1313008264
267	0.131249454
268	0.131199077
269	0.1311391972
270	0.1310614658
271	0.1310094759
