iter	Passed	Remaining
577	9367	6839
578	9382	6821
579	9397	6804
580	9413	6788
581	9430	6773
582	9444	6755
583	9459	6738
584	9473	6720
585	9488	6703
586	9502	6686
587	9517	6668
588	9533	6652
589	9549	6635
590	9563	6618
591	9577	6600
592	9593	6584
593	9609	6568
594	9625	6552
595	9641	6535
596	9655	6518
597	9670	6501
598	9686	6484
599	9700	6466
600	9716	6450
601	9732	6434
602	9753	6421
603	9771	6406
604	9789	6391
605	9803	6374
606	9818	6357
607	9834	6340
608	9848	6322
609	9866	6307
610	9881	6291
611	9896	6274
612	9909	6256
613	9925	6239
614	9941	6223
615	9956	6206
616	9973	6191
617	9988	6174
618	10003	6157
619	10020	6141
620	10036	6125
621	10050	6108
622	10068	6092
623	10083	6076
624	10099	6059
625	10114	6042
626	10128	6025
627	10143	6008
628	10159	5992
629	10174	5975
630	10189	5958
631	10204	5941
632	10226	5929
633	10242	5912
634	10258	5896
635	10273	5879
636	10288	5862
637	10303	5846
638	10319	5830
639	10336	5814
640	10352	5797
641	10368	5781
642	10384	5765
643	10399	5748
644	10418	5733
645	10433	5717
646	10448	5700
647	10465	5684
648	10482	5669
649	10498	5652
650	10514	5636
651	10531	5621
652	10546	5604
653	10563	5588
654	10578	5571
655	10593	5554
656	10611	5539
657	10626	5523
658	10642	5507
659	10657	5490
660	10674	5474
661	10688	5457
662	10703	5440
663	10719	5424
664	10734	5407
665	10750	5391
666	10767	5375
667	10782	5358
668	10799	5343
669	10815	5327
670	10829	5309
671	10844	5293
672	10860	5277
673	10876	5260
674	10893	5245
675	10907	5227
676	10923	5211
677	10937	5194
678	10952	5177
679	10969	5162
680	10984	5145
681	10999	5129
682	11016	5113
683	11030	5096
684	11046	5079
685	11060	5062
686	11076	5046
687	11092	5030
688	11109	5014
689	11124	4997
690	11139	4981
691	11154	4964
692	11171	4949
693	11188	4933
694	11203	4916
695	11217	4899
696	11235	4884
697	11251	4868
698	11266	4851
699	11280	4834
700	11295	4817
701	11310	4801
702	11327	4785
703	11342	4768
704	11358	4752
705	11374	4736
706	11390	4720
707	11406	4704
708	11424	4688
709	11438	4672
710	11457	4657
711	11472	4640
712	11488	4624
713	11507	4609
714	11524	4593
715	11541	4577
716	11556	4561
717	11572	4545
718	11588	4528
719	11603	4512
720	11618	4495
721	11637	4481
722	11652	4464
723	11667	4447
724	11682	4431
725	11697	4414
726	11713	4398
727	11735	4384
728	11752	4368
729	11767	4352
730	11782	4335
731	11799	4319
732	11815	4303
733	11833	4288
734	11848	4271
735	11867	4256
736	11882	4240
737	11907	4227
738	11924	4211
739	11940	4195
740	11956	4179
741	11974	4163
742	11990	4147
743	12006	4131
744	12023	4115
745	12041	4100
746	12058	4084
747	12077	4068
748	12094	4052
749	12111	4037
750	12129	4021
751	12144	4005
752	12162	3989
753	12177	3973
754	12193	3956
755	12209	3940
756	12225	3924
757	12244	3909
758	12259	3892
759	12274	3876
760	12289	3859
761	12305	3843
762	12320	3827
763	12339	3811
764	12355	3795
765	12371	3779
766	12386	3762
767	12402	3746
768	12417	3730
769	12433	3713
770	12450	3698
771	12466	3681
772	12481	3665
773	12497	3649
774	12513	3633
775	12531	3617
776	12548	3601
777	12564	3585
778	12582	3569
779	12598	3553
780	12618	3538
781	12633	3521
782	12649	3505
783	12664	3489
784	12688	3475
785	12845	3497
786	12882	3486
787	12910	3473
788	12925	3456
789	12942	3440
790	12957	3423
791	12976	3408
792	12991	3391
793	13008	3375
794	13025	3358
795	13040	3342
796	13058	3326
797	13077	3310
798	13095	3294
799	13111	3277
800	13126	3261
801	13141	3244
802	13155	3227
803	13170	3210
804	13189	3195
805	13208	3179
806	13224	3162
807	13239	3146
808	13256	3129
809	13272	3113
810	13287	3096
811	13301	3079
812	13318	3063
813	13334	3047
814	13351	3030
815	13368	3014
816	13385	2998
817	13402	2982
818	13417	2965
819	13432	2948
820	13447	2931
821	13461	2915
822	13476	2898
823	13491	2881
824	13506	2865
825	13520	2848
826	13536	2831
827	13551	2815
828	13565	2798
829	13580	2781
830	13595	2764
831	13609	2748
832	13625	2731
833	13642	2715
834	13657	2698
835	13674	2682
836	13695	2667
837	13712	2650
838	13727	2634
839	13743	2617
840	13758	2601
841	13774	2584
842	13789	2568
843	13804	2551
844	13820	2535
845	13834	2518
846	13852	2502
847	13869	2486
848	13884	2469
849	13897	2452
850	13915	2436
851	13931	2420
852	13946	2403
853	13962	2387
854	13978	2370
855	13993	2354
856	14009	2337
857	14025	2321
858	14039	2304
859	14054	2287
860	14070	2271
861	14087	2255
862	14102	2238
863	14117	2222
864	14131	2205
865	14146	2188
866	14161	2172
867	14174	2155
868	14191	2139
869	14205	2122
870	14219	2106
871	14234	2089
872	14250	2073
873	14265	2056
874	14280	2040
875	14298	2024
876	14313	2007
877	14329	1991
878	14352	1975
879	14368	1959
880	14384	1943
881	14399	1926
882	14419	1910
883	14436	1894
884	14453	1878
885	14467	1861
886	14483	1845
887	14497	1828
888	14516	1812
889	14533	1796
890	14548	1779
891	14563	1763
892	14580	1747
893	14595	1730
894	14610	1714
895	14625	1697
896	14641	1681
897	14658	1664
898	14673	1648
899	14689	1632
900	14705	1615
901	14719	1599
902	14735	1582
903	14750	1566
904	14768	1550
905	14784	1533
906	14799	1517
907	14814	1501
908	14832	1484
909	14848	1468
910	14864	1452
911	14880	1435
912	14894	1419
913	14910	1402
914	14924	1386
915	14938	1369
916	14953	1353
917	14970	1337
918	14986	1320
919	15001	1304
920	15016	1288
921	15031	1271
922	15047	1255
923	15063	1238
924	15079	1222
925	15097	1206
926	15114	1190
927	15130	1173
928	15146	1157
929	15162	1141
930	15177	1124
931	15195	1108
932	15211	1092
933	15226	1075
934	15243	1059
935	15258	1043
936	15274	1026
937	15290	1010
938	15306	994
939	15325	978
940	15343	962
941	15357	945
942	15376	929
943	15391	913
944	15406	896
945	15422	880
946	15436	863
947	15452	847
948	15466	831
949	15483	814
950	15498	798
951	15515	782
952	15532	766
953	15547	749
954	15563	733
955	15579	717
956	15594	700
957	15612	684
958	15629	668
959	15655	652
960	15670	635
961	15685	619
962	15700	603
963	15715	586
964	15729	570
965	15744	554
966	15760	537
967	15776	521
968	15794	505
969	15810	488
970	15826	472
971	15842	456
972	15859	440
973	15876	423
974	15893	407
975	15909	391
976	15924	374
977	15940	358
978	15954	342
979	15969	325
980	15987	309
981	16001	293
982	16019	277
983	16037	260
984	16054	244
985	16071	228
986	16086	211
987	16104	195
988	16120	179
989	16138	163
990	16154	146
991	16169	130
992	16184	114
993	16201	97
994	16217	81
995	16233	65
996	16250	48
997	16266	32
998	16282	16
999	16296	0
