iter	Passed	Remaining
0	29	29295
1	55	27735
2	82	27410
3	126	31509
4	154	30832
5	179	29703
6	204	28981
7	230	28548
8	253	27871
9	276	27342
10	301	27084
11	328	27038
12	354	26939
13	382	26927
14	410	26965
15	441	27167
16	469	27142
17	497	27121
18	522	26964
19	547	26832
20	572	26703
21	600	26681
22	631	26845
23	662	26924
24	690	26924
25	717	26860
26	745	26854
27	774	26900
28	806	26999
29	841	27204
30	870	27209
31	899	27198
32	926	27142
33	954	27114
34	988	27245
35	1015	27193
36	1042	27123
37	1069	27080
38	1098	27070
39	1125	27000
40	1150	26901
41	1176	26832
42	1199	26702
43	1224	26598
44	1251	26562
45	1276	26470
46	1302	26406
47	1328	26346
48	1352	26254
49	1376	26159
50	1404	26136
51	1430	26078
52	1457	26037
53	1482	25975
54	1508	25921
55	1535	25889
56	1563	25871
57	1593	25877
58	1622	25880
59	1650	25851
60	1677	25816
61	1706	25810
62	1735	25805
63	1761	25766
64	1791	25768
65	1815	25696
66	1840	25634
67	1869	25616
68	1899	25632
69	1926	25593
70	1955	25591
71	1983	25562
72	2013	25568
73	2041	25547
74	2075	25595
75	2105	25595
76	2134	25589
77	2166	25612
78	2196	25610
79	2227	25616
80	2255	25585
81	2282	25552
82	2311	25538
83	2338	25499
84	2366	25474
85	2393	25441
86	2422	25421
87	2447	25370
88	2474	25327
89	2500	25283
90	2527	25251
91	2555	25219
92	2584	25206
93	2610	25157
94	2639	25143
95	2668	25131
96	2701	25151
97	2739	25218
98	2778	25287
99	2821	25396
100	2853	25402
101	2885	25406
102	2913	25370
103	2942	25352
104	2975	25359
105	3002	25323
106	3032	25305
107	3064	25311
108	3094	25299
109	3126	25294
110	3155	25269
111	3185	25259
112	3217	25256
113	3247	25239
114	3275	25210
115	3307	25204
116	3336	25180
117	3363	25144
118	3395	25138
119	3426	25129
120	3460	25135
121	3488	25106
122	3517	25076
123	3545	25049
124	3574	25022
125	3603	24997
126	3630	24956
127	3658	24924
128	3684	24875
129	3713	24854
130	3741	24818
131	3769	24789
132	3798	24761
133	3825	24720
134	3854	24695
135	3882	24663
136	3910	24633
137	3937	24594
138	3962	24546
